,Review #,Brand,Variety,Style,Country,Stars,Top Ten,Style_value,Style_label,Country_value,Country_label,Style_value_jitter,Country_value_jitter,label
332,1908,Nissin,Kuroma-yu Tonkotsu Kumamoto Ramen,Bowl,Japan,4.75,,3.6706860706860707,1.0,3.981605113636364,1,3.596403721162614,4.09689454564981,GOOD
333,1907,Prima Taste,Singapore Curry Wholegrain La Mian,Pack,Singapore,5,2016 #5,3.7004581151832467,1.0,4.126146788990826,1,3.839125434010063,3.9319797221331987,GOOD
334,1903,Higashimaru,Tonkotsu Ramen,Pack,Japan,4.5,,3.7004581151832467,1.0,3.981605113636364,1,3.702286807074259,4.021167625497459,GOOD
335,1902,MAMA,Seafood Tom Yum Sichek Flavour,Pack,Myanmar,5,,3.7004581151832467,1.0,3.9464285714285716,1,3.566904000074326,3.8426589756718816,GOOD
336,1901,Prima,Juzz's Mee Original Spicy Flavour,Pack,Singapore,5,,3.7004581151832467,1.0,4.126146788990826,1,3.623087847898472,4.073482337984878,GOOD
337,1900,Ibumie,Always Mi Goreng Perisa Kari Kapitan,Pack,Malaysia,5,,3.7004581151832467,1.0,4.154193548387097,1,3.5224610529401694,4.206105020264136,GOOD
338,1895,Maruchan,Seimen Houjyun Koku Shoyu,Bowl,Japan,5,,3.6706860706860707,1.0,3.981605113636364,1,3.7483609610328963,3.9771540727322243,GOOD
339,1894,MAMA,Rangers Snack Noodles BBQ Flavour,Pack,Myanmar,2.75,,3.7004581151832467,1.0,3.9464285714285716,1,3.7378083438400895,4.034924225583536,GOOD
340,1892,Ottogi,Cheese Ramen,Pack,South Korea,4,,3.7004581151832467,1.0,3.7905537459283383,1,3.5873078043370854,3.815320413055054,GOOD
341,1890,Kuriki,Beef Tongue Shio Mayo Ramen,Pack,Japan,4.5,,3.7004581151832467,1.0,3.981605113636364,1,3.610473477502526,3.7643283678821002,GOOD
342,1889,MAMA,Rangers Snack Noodles Sour Cream Flavour,Pack,Myanmar,2.75,,3.7004581151832467,1.0,3.9464285714285716,1,3.7648715970418496,3.833311081352079,GOOD
343,1887,Myojo,Mee Poh Dry,Pack,Singapore,4.25,,3.7004581151832467,1.0,4.126146788990826,1,3.7210327359317725,4.107637162361183,GOOD
344,1886,Myojo,Chicken Abalone Flavour,Bowl,Singapore,3.75,,3.6706860706860707,1.0,4.126146788990826,1,3.653353616934077,4.079512226653299,GOOD
345,1885,Myojo,Ramen Char Mee 100,Pack,Singapore,3,,3.7004581151832467,1.0,4.126146788990826,1,3.7545203877285354,4.176285198522496,GOOD
346,1884,Myojo,La Ramen Spicy Mushroom Flavour Big Bowl,Bowl,Singapore,4.5,,3.6706860706860707,1.0,4.126146788990826,1,3.7720167235621163,4.208775153064027,GOOD
347,1883,Myojo,Mee Goreng,Pack,Singapore,4,,3.7004581151832467,1.0,4.126146788990826,1,3.674829565124222,4.007585629173781,GOOD
348,1882,Myojo,La Ramen Spicy Lobster Hot Pot Flavour Big Bowl,Bowl,Singapore,4.75,,3.6706860706860707,1.0,4.126146788990826,1,3.672179789916042,4.041561635858658,GOOD
349,1881,Myojo,Chicken Abalone Flavour,Pack,Singapore,3.5,,3.7004581151832467,1.0,4.126146788990826,1,3.553137518672301,4.098164896726848,GOOD
350,1880,Myojo,Thai Tom Yam Flavour,Bowl,Singapore,3.75,,3.6706860706860707,1.0,4.126146788990826,1,3.515266313878272,4.295564590746711,GOOD
351,1879,Myojo,Chicken Tanmen Flavour,Pack,Singapore,3.5,,3.7004581151832467,1.0,4.126146788990826,1,3.632315777731733,4.0516047165466444,GOOD
352,1878,Myojo,Extra Spicy Singapore Curry Big Bowl,Bowl,Singapore,5,,3.6706860706860707,1.0,4.126146788990826,1,3.7474940124931546,3.872415165852969,GOOD
353,1877,Myojo,La Ramen Spicy Mushroom Flavour,Pack,Singapore,4.5,,3.7004581151832467,1.0,4.126146788990826,1,3.6397128956180236,4.149722029992767,GOOD
354,1876,Myojo,Chicken Flavour,Pack,Singapore,3.75,,3.7004581151832467,1.0,4.126146788990826,1,3.717782809894558,4.18219590893776,GOOD
355,1874,Ibumie,Always Mi Goreng Perisa Thai Tom Yam,Pack,Malaysia,2.5,,3.7004581151832467,1.0,4.154193548387097,1,3.6621937240468196,4.2265821573017055,GOOD
356,1873,Vedan,Wei Wei A Instant Noodles Chicken Flavor,Bowl,Taiwan,0,,3.6706860706860707,1.0,3.665401785714286,1,3.5776499688174472,3.7189800701259665,GOOD
357,1872,Itsuki,Hakata Ossyoi,Pack,Japan,5,,3.7004581151832467,1.0,3.981605113636364,1,3.56597069023437,3.9985647474122312,GOOD
358,1868,Marutai,Kuroma-yu Tonkotsu Kumamoto Ramen,Bowl,Japan,4,,3.6706860706860707,1.0,3.981605113636364,1,3.652498656897357,3.9475925295064753,GOOD
359,1866,MyKuali,Penang Spicy Prawn Soup Noodle,Pack,Malaysia,5,,3.7004581151832467,1.0,4.154193548387097,1,3.918398431967101,4.149727810726317,GOOD
360,1862,Ibumie,Always Mi Goreng Perisa Asli,Pack,Malaysia,3.75,,3.7004581151832467,1.0,4.154193548387097,1,3.7774064399924705,4.076292277362023,GOOD
361,1859,Mama,Instant Noodles chicken Green Curry Flavour,Pack,Cambodia,5,,3.7004581151832467,1.0,4.2,1,3.7879015250546506,4.176800224827104,GOOD
362,1858,Myojo,Wantan Men,Bowl,Japan,5,,3.6706860706860707,1.0,3.981605113636364,1,3.622275084187987,3.9713190756314978,GOOD
363,1855,Daraz,Negi Man Ramen,Pack,Japan,3,,3.7004581151832467,1.0,3.981605113636364,1,3.8447229485034713,3.977965703003952,GOOD
364,1854,Mama,Chinese Kitchen Chinese Style Instant Noodles,Pack,Myanmar,3.5,,3.7004581151832467,1.0,3.9464285714285716,1,3.7622960553729925,3.866693461089185,GOOD
365,1851,Fujiwara,Snow Crab Flavour Shio Ramen,Pack,Japan,3.5,,3.7004581151832467,1.0,3.981605113636364,1,3.643605732314455,4.124329523785913,GOOD
366,1849,Pama,Instant Rice Vermicelli Clear Soup Flavour,Pack,Malaysia,3.5,,3.7004581151832467,1.0,4.154193548387097,1,3.685679184071369,4.113029861106184,GOOD
367,1848,MyKuali,Penang Red tom Yum Goong Noodle (New Version),Pack,Malaysia,5,,3.7004581151832467,1.0,4.154193548387097,1,3.6597591653365256,4.195430054096073,GOOD
368,1845,Mama,Oriental Style Instant Noodles Shrimp Flavour,Pack,Bangladesh,3.25,,3.7004581151832467,1.0,3.7142857142857144,1,3.6184959696175003,3.826234494966147,GOOD
369,1844,Seven & I,Gold Sumire Ramen,Bowl,Japan,5,,3.6706860706860707,1.0,3.981605113636364,1,3.756257915450286,4.089102483866841,GOOD
370,1843,Forest Noodles,Sunbaked Noodles With Sesame Sauce,Pack,Taiwan,4.5,,3.7004581151832467,1.0,3.665401785714286,1,3.801627975377429,3.740941725445049,GOOD
371,1842,Forest Noodles,Purple Sweet Potato Noodles With Taiwanese Sauce,Pack,Taiwan,5,,3.7004581151832467,1.0,3.665401785714286,1,3.541933922827052,3.5960779694101217,GOOD
372,1841,Forest Noodles,Sunbaked Noodles With Spicy Sauce,Pack,Taiwan,4,,3.7004581151832467,1.0,3.665401785714286,1,3.7659559771767745,3.7494283342278667,GOOD
373,1840,Forest Noodles,Sweet Potato Noodles With Sesame Paste Sauce,Pack,Taiwan,3.25,,3.7004581151832467,1.0,3.665401785714286,1,3.8014860446672754,3.7841857466958264,GOOD
374,1839,Vit's,Taste Of Malaysia Penang White Curry Ramen,Pack,Malaysia,5,,3.7004581151832467,1.0,4.154193548387097,1,3.644675721382756,4.110612821301051,GOOD
375,1838,Vit's,Taste Of Malaysia Penang Asam Laksa Fried Instant Noodle,Pack,Malaysia,4.5,,3.7004581151832467,1.0,4.154193548387097,1,3.7517081832400563,4.213853970084592,GOOD
376,1837,Vit's,Taste Of Malaysia Penang Hokkien Mee Ramen,Pack,Malaysia,5,,3.7004581151832467,1.0,4.154193548387097,1,3.5654243592349215,3.9349074221496254,GOOD
377,1836,Vit's,Taste Of Malaysia Penang White Curry Fried Instant Noodle,Pack,Malaysia,5,,3.7004581151832467,1.0,4.154193548387097,1,3.742527489562592,4.040177542488114,GOOD
378,1835,Vit's,Taste Of Malaysia Penang Asam Laksa Ramen,Pack,Malaysia,5,,3.7004581151832467,1.0,4.154193548387097,1,3.8267023309849115,4.20236580848799,GOOD
379,1834,Vit's,Taste Of Malaysia Penang Hokkien Mee Fried Instant Noodle,Pack,Malaysia,5,,3.7004581151832467,1.0,4.154193548387097,1,3.5661568069695204,4.197619951574496,GOOD
380,1833,Vit's,Instant Noodles With Chicken Flavour,Pack,Malaysia,3.75,,3.7004581151832467,1.0,4.154193548387097,1,3.706465753658613,4.200822571526105,GOOD
381,1831,Kuriki,Plum Mayo Ramen,Pack,Japan,4,,3.7004581151832467,1.0,3.981605113636364,1,3.5938315563144285,4.130196361299917,GOOD
382,1830,Tseng Noodles,Sichuan Pepper Flavor,Pack,Taiwan,4.75,,3.7004581151832467,1.0,3.665401785714286,1,3.6100903601377583,3.711063979736478,GOOD
383,1829,Tseng Noodles,Hu Sesame Flavor,Pack,Taiwan,5,,3.7004581151832467,1.0,3.665401785714286,1,3.620082225624188,3.6899388236540513,GOOD
384,1828,Tseng Noodles,Scallion With Sichuan Pepper  Flavor,Pack,Taiwan,5,2016 #9,3.7004581151832467,1.0,3.665401785714286,1,3.6312753389779813,3.583484708939946,GOOD
385,1827,Nongshim,Zha Wang ((Jjawang) Noodles With Chajang Sauce,Pack,South Korea,5,,3.7004581151832467,1.0,3.7905537459283383,1,3.6129453631226074,3.9425826170514378,GOOD
386,1826,Mama,Instant Noodles Stewed Beef Flavour,Pack,Cambodia,3.5,,3.7004581151832467,1.0,4.2,1,3.670383594976712,3.9476132332797453,GOOD
387,1823,MyKuali,MeeKuali spicy Fried Noodle,Pack,Malaysia,4,,3.7004581151832467,1.0,4.154193548387097,1,3.7843084340313773,4.2667276433182835,GOOD
388,1822,Mi Sedaap,Mi Kuah Rasa Baso Spesial,Pack,Indonesia,3.5,,3.7004581151832467,1.0,4.067460317460317,1,3.66549053895389,4.132589548798531,GOOD
389,1820,Ten-In,Veggie King Buddha Jump Instant Noodles,Bowl,Taiwan,1.5,,3.6706860706860707,1.0,3.665401785714286,1,3.796931960493793,3.7444454500332007,GOOD
390,1818,Sugakiya Foods,Nara Tenri Shoyu Ramen,Bowl,Japan,4.5,,3.6706860706860707,1.0,3.981605113636364,1,3.560141992080118,4.0281798792411125,GOOD
391,1817,Hao Way,Penang Vegetarian Prawn Instant Bowl Noodles,Bowl,Malaysia,4,,3.6706860706860707,1.0,4.154193548387097,1,3.6443679922043004,4.160145452451311,GOOD
392,1815,Nakaya Shouten,Hingya no Shio Ramen,Pack,Japan,4,,3.7004581151832467,1.0,3.981605113636364,1,3.5861952662371186,3.834563508236691,GOOD
393,1810,MyKuali,Penang White Curry Noodle (New Version),Pack,Malaysia,5,,3.7004581151832467,1.0,4.154193548387097,1,3.5570715601929557,4.297126309875019,GOOD
394,1809,Marutai,Nagahama Hakata Tonkotsu Ramen,Bowl,Japan,4.75,,3.6706860706860707,1.0,3.981605113636364,1,3.8126723479317,4.06848639654798,GOOD
395,1806,Cintan,Mi Segera Mmm... Perisa Goreng Ala Indonesia,Pack,Malaysia,3.5,,3.7004581151832467,1.0,4.154193548387097,1,3.5912190585134818,4.203428012976049,GOOD
396,1805,Mama,Oriental Style Instant Noodles Tandoori Flavour,Pack,Bangladesh,4,,3.7004581151832467,1.0,3.7142857142857144,1,3.6160231869027357,3.7735428491846674,GOOD
397,1796,Fujiwara,Salty Taste Chanko Noodle,Pack,Japan,4.75,,3.7004581151832467,1.0,3.981605113636364,1,3.6879699754668507,4.0083446394993345,GOOD
398,1794,Vit's,Shallot Chicken Instant Noodles,Pack,Malaysia,3,,3.7004581151832467,1.0,4.154193548387097,1,3.8149562533003523,4.180091508995661,GOOD
399,1793,Cintan,Mi Segera Mmm... Perisa Asam Laksa,Pack,Malaysia,3.5,,3.7004581151832467,1.0,4.154193548387097,1,3.771160578501983,4.0826226914421,GOOD
400,1792,A1,Soup Spices Noodle Mee Rempahan Sup,Pack,Malaysia,3.5,,3.7004581151832467,1.0,4.154193548387097,1,3.5862132986866495,4.018383735413045,GOOD
401,1791,Vit's,Tom Yam Instant Noodles,Pack,Malaysia,4.25,,3.7004581151832467,1.0,4.154193548387097,1,3.700335420220789,4.23183334776354,GOOD
402,1789,Cintan,Mi Segera Mmm... Perisa Ayam Cendawan,Pack,Malaysia,3.5,,3.7004581151832467,1.0,4.154193548387097,1,3.7219898440665022,4.1930111261597185,GOOD
403,1787,Pama,Kua Teaw Segera,Pack,Malaysia,4,,3.7004581151832467,1.0,4.154193548387097,1,3.600729576599227,4.236857036273822,GOOD
404,1784,Torishi,Hakata Tonkotsu Ramen,Pack,Japan,5,,3.7004581151832467,1.0,3.981605113636364,1,3.7094236465582897,4.037210628437033,GOOD
405,1781,MyKuali,Penang Hokkien Prawn Soup Rice Vermicelli (Bihun),Bowl,Malaysia,5,,3.6706860706860707,1.0,4.154193548387097,1,3.8058443344065007,4.205439228317539,GOOD
406,1780,Pulmuone,Non-Fried Noodle Blackbean Sauce Noodle With Squid,Pack,South Korea,4.5,,3.7004581151832467,1.0,3.7905537459283383,1,3.8580585782507697,3.8316145803884,GOOD
407,1779,Chering Chang,Instant Non-Fried Noodles Tomato Flavour,Pack,Taiwan,3.25,,3.7004581151832467,1.0,3.665401785714286,1,3.503029465962314,3.584599699738478,GOOD
408,1769,Mamee,Chef Lontong Flavour,Pack,Malaysia,5,,3.7004581151832467,1.0,4.154193548387097,1,3.689739194285827,4.299299090942096,GOOD
409,1768,New Touch,Negi Miso No Ippin Ramen,Bowl,Japan,5,,3.6706860706860707,1.0,3.981605113636364,1,3.7447596076078775,3.980323746544213,GOOD
410,1767,Mama,Instant Noodles Shrimp Tom Yum Flavour,Pack,Cambodia,4,,3.7004581151832467,1.0,4.2,1,3.6387054062102275,4.388854841880748,GOOD
411,1766,Paldo,Bulnak Boeummyun King Noodle,Bowl,South Korea,3.5,,3.6706860706860707,1.0,3.7905537459283383,1,3.7312731355407966,3.7970798628934417,GOOD
412,1763,Ishimaru,Tuna Flavor Ramen,Pack,Japan,4.5,,3.7004581151832467,1.0,3.981605113636364,1,3.5298405820899394,3.9481040946172756,GOOD
413,1762,Mom's Dry Noodle,Sesame & Pepper,Pack,Taiwan,4,,3.7004581151832467,1.0,3.665401785714286,1,3.8135161318453723,3.606750131132686,GOOD
414,1760,New Touch,Homestyle Tonjiru,Bowl,Japan,4.5,,3.6706860706860707,1.0,3.981605113636364,1,3.680154856186775,4.193713243677904,GOOD
415,1758,Vit's,Duck Instant Noodles,Pack,Malaysia,3.5,,3.7004581151832467,1.0,4.154193548387097,1,3.7246634690777776,4.1495616386768495,GOOD
416,1756,A-Sha Dry Noodle,Veggie Noodle Carrot Noodle With Original Sauce,Pack,Taiwan,4.25,,3.7004581151832467,1.0,3.665401785714286,1,3.7307743559870676,3.550349184385843,GOOD
417,1755,Mama,Oriental Style Instant Noodles Hot & Spicy Flavour,Pack,Bangladesh,4,,3.7004581151832467,1.0,3.7142857142857144,1,3.8852286753499947,3.628652823132754,GOOD
418,1754,Paldo,King Bowl Super Spicy Pan Stirfried Noodle,Bowl,South Korea,5,,3.6706860706860707,1.0,3.7905537459283383,1,3.6925849730909506,3.9159136597758915,GOOD
419,1752,Kuriki,Mayo Ramen,Pack,Japan,4.75,,3.7004581151832467,1.0,3.981605113636364,1,3.5586375064339144,3.8391207736716053,GOOD
420,1751,Mom's Dry Noodle,Spicy & Sour Flavor,Pack,Taiwan,5,,3.7004581151832467,1.0,3.665401785714286,1,3.5747513258524064,3.7302561695945435,GOOD
421,1747,Vit's,Curry Instant Noodles,Pack,Malaysia,3.5,,3.7004581151832467,1.0,4.154193548387097,1,3.7188296681867135,3.9373485289034025,GOOD
422,1746,Marutai,Ramen Shoyu Taste,Bowl,Japan,4.25,,3.6706860706860707,1.0,3.981605113636364,1,3.668632318397431,4.053395382337296,GOOD
423,1744,A-Sha Dry Noodle,Veggie Noodle Baby Grass Noodle With Toona Sauce,Pack,Taiwan,5,,3.7004581151832467,1.0,3.665401785714286,1,3.8035426027675667,3.5448632529588155,GOOD
424,1743,Mama,Rangers Snack Noodles Shrimp Tom Yum Flavour,Pack,Myanmar,4.5,,3.7004581151832467,1.0,3.9464285714285716,1,3.6816214058470904,3.62914431022557,GOOD
425,1742,Aroi,Curry Me! Penang White Curry Stir-fry Noodle,Pack,Malaysia,4.5,,3.7004581151832467,1.0,4.154193548387097,1,3.7531917609461587,4.1343411845930715,GOOD
426,1739,Nissin,Raoh Tanrei Koku Shio Ramen,Bowl,Japan,4.5,,3.6706860706860707,1.0,3.981605113636364,1,3.587615807899262,3.8920425977164643,GOOD
427,1736,Mamee,Monster Snek Mi Pedas,Pack,Malaysia,5,,3.7004581151832467,1.0,4.154193548387097,1,3.575131912460069,4.109109146265847,GOOD
428,1734,Koka,Laksa Singapura,Pack,Singapore,4.25,,3.7004581151832467,1.0,4.126146788990826,1,3.7099607744334744,4.064281556760163,GOOD
429,1731,Mama,Instant Noodles Creamy Shrimp Tom Yum Flavour,Pack,Cambodia,5,,3.7004581151832467,1.0,4.2,1,3.718019634730962,4.226963028454226,GOOD
430,1730,Wu-Mu,BBQ Pork Flavor Chow Mein,Pack,Taiwan,4.5,,3.7004581151832467,1.0,3.665401785714286,1,3.879510373473707,3.61499793467982,GOOD
431,1728,Yamadai,Tenobe Somen,Bowl,Japan,3.25,,3.6706860706860707,1.0,3.981605113636364,1,3.6036309589695135,4.024742302459239,GOOD
432,1727,Wei Lih,Jah Jan Men,Bowl,Taiwan,5,,3.6706860706860707,1.0,3.665401785714286,1,3.694316800017284,3.580130145046856,GOOD
433,1725,A-Sha Dry Noodle,Veggie Noodle Black Sesame Noodle,Pack,Taiwan,3.25,,3.7004581151832467,1.0,3.665401785714286,1,3.51542037256012,3.5654753266465464,GOOD
434,1722,CarJEN,Otentiq Cheezy Curry Instant Noodles,Pack,Malaysia,4.5,,3.7004581151832467,1.0,4.154193548387097,1,3.7707648666978955,4.133335331329331,GOOD
435,1721,Salam Mie,Mi Goreng Dengan Abon,Pack,Indonesia,4.25,,3.7004581151832467,1.0,4.067460317460317,1,3.921097199720311,3.9664110800748986,GOOD
436,1717,Lee Fah Mee,Sarawak White Laksa Instant Noodle,Pack,Sarawak,4,,3.7004581151832467,1.0,4.333333333333333,1,3.7863180256769056,4.380264041407877,GOOD
437,1716,Mama,Instant Noodles Egg Protein Noodles,Pack,Myanmar,3.5,,3.7004581151832467,1.0,3.9464285714285716,1,3.6982476359303798,3.8486526731303083,GOOD
438,1713,CarJEN,Otentiq Cheezy Mushroom Instant Noodles,Pack,Malaysia,5,,3.7004581151832467,1.0,4.154193548387097,1,3.649664263503688,4.109166967393465,GOOD
439,1712,Sakurai Foods,Organic Miso Ramen,Pack,Japan,4.5,,3.7004581151832467,1.0,3.981605113636364,1,3.345782530984527,3.804219083350576,GOOD
440,1711,Hao Way,Vegetarian Penang Laksa,Pack,Malaysia,4,,3.7004581151832467,1.0,4.154193548387097,1,3.632043178465088,4.240396013863336,GOOD
441,1710,Chering Chang,Instant Non-Fried Noodles Vegetable Curry Flavor,Pack,Taiwan,5,,3.7004581151832467,1.0,3.665401785714286,1,3.6969176704359192,3.577868533242714,GOOD
442,1708,The Kitchen Food,Sibu Instant Kampua Original,Pack,Sarawak,4,,3.7004581151832467,1.0,4.333333333333333,1,3.585332252217996,4.373833012284189,GOOD
443,1705,Premiere,Gold Bihun Kari Heritage Instant Rice Vermicelli,Pack,Malaysia,4.5,,3.7004581151832467,1.0,4.154193548387097,1,3.6112830691973836,4.067035107624327,GOOD
444,1701,Sakurai Foods,Organic Shoyu Ramen,Pack,Japan,4.25,,3.7004581151832467,1.0,3.981605113636364,1,3.6794739048441683,3.876395544214407,GOOD
445,1700,A-Sha Dry Noodle,Hakka Flat Noodle With Za Jiang Sauce,Pack,Taiwan,4,,3.7004581151832467,1.0,3.665401785714286,1,3.6460906758364726,3.5418966492139887,GOOD
446,1699,Vit's,Mi goreng Pedas Chewy & springy,Pack,Malaysia,3.5,,3.7004581151832467,1.0,4.154193548387097,1,3.731924862846746,4.07332629213164,GOOD
447,1697,The Kitchen Food,Instant Kampua Dark Soy Sauce,Pack,Sarawak,5,,3.7004581151832467,1.0,4.333333333333333,1,3.6306894123450975,4.333787180483534,GOOD
448,1692,Mama,Oriental Style Instant Noodles Chicken Flavour,Pack,Bangladesh,3.25,,3.7004581151832467,1.0,3.7142857142857144,1,3.8178130105317027,3.688034430488194,GOOD
449,1680,Aroi,Curry Me! Penang White Curry Soup Noodle,Pack,Malaysia,4.5,,3.7004581151832467,1.0,4.154193548387097,1,3.7001359153936955,4.166656715113281,GOOD
450,1679,Ten-In,Veggie World Vegetarian Braised Beef Instant Noodles,Bowl,Taiwan,3.5,,3.6706860706860707,1.0,3.665401785714286,1,3.662101061969935,3.6607078791985703,GOOD
451,1677,Paldo,Raobokki Noodle (Export Version),Pack,South Korea,5,,3.7004581151832467,1.0,3.7905537459283383,1,3.6337386302550674,3.874059823122812,GOOD
452,1676,A1,Emporer Herbs Chicken Noodle,Pack,Malaysia,4.25,,3.7004581151832467,1.0,4.154193548387097,1,3.5861216717276627,4.1815076665346576,GOOD
453,1673,Lishan Food Manufacturing,Black Cock Brand Vegetarian Chicken Noodle,Pack,Taiwan,3.5,,3.7004581151832467,1.0,3.665401785714286,1,3.6161933985434906,3.601995182436691,GOOD
454,1671,Ah Lai,Penang Favourite White Curry Rice Vermicelli,Pack,Malaysia,5,,3.7004581151832467,1.0,4.154193548387097,1,3.626257749690679,4.26451721846449,GOOD
455,1670,Tropicana Slim,Less Fat Noodles Grilled Chicken,Pack,Indonesia,3.75,,3.7004581151832467,1.0,4.067460317460317,1,3.7135879804359946,4.232873444830349,GOOD
456,1667,Deshome,Aloe Thin Noodles With Camelia Oil Vegetable Sauce Flavor,Pack,Taiwan,5,,3.7004581151832467,1.0,3.665401785714286,1,3.857579336840207,3.5786191239753005,GOOD
457,1664,Mamee,Oriental Noodles Prawn Flavor,Pack,Malaysia,2,,3.7004581151832467,1.0,4.154193548387097,1,3.7284693923403047,4.13611854107462,GOOD
458,1660,Sau Tao,Ho Fan Wonton Soup Flavored,Pack,Hong Kong,3,,3.7004581151832467,1.0,3.8018248175182485,1,3.6002403552720517,3.8323358781201797,GOOD
459,1658,ChoripDong,Hurricane Rice Cake (Topokki),Bowl,South Korea,5,,3.6706860706860707,1.0,3.7905537459283383,1,3.5797892129667175,3.6947765386986062,GOOD
460,1654,MyOri,Malaysia Penang White Curry Noodle Super Spicy,Pack,Malaysia,5,,3.7004581151832467,1.0,4.154193548387097,1,3.58067252577444,4.239408894630716,GOOD
461,1653,MyOri,Malaysia Penang Green Curry Rice Vermicelli,Pack,Malaysia,5,,3.7004581151832467,1.0,4.154193548387097,1,3.7222139017229923,4.214514436246777,GOOD
462,1652,MyOri,Malaysia Penang White Curry Noodle Original,Pack,Malaysia,5,,3.7004581151832467,1.0,4.154193548387097,1,3.7464043483846976,4.12604331369773,GOOD
463,1651,Ruski,Chicken Flavour Instant Noodles,Pack,Malaysia,3.75,,3.7004581151832467,1.0,4.154193548387097,1,3.745139550410327,3.9580313642326304,GOOD
464,1650,Ottogi,Sesame Flavor Ramen Korean Style Instant Noodle,Pack,South Korea,4.25,,3.7004581151832467,1.0,3.7905537459283383,1,3.5381137688024458,3.6406635672987044,GOOD
465,1648,Wei Lih,Instant Noodles With Onion Flavour,Pack,Taiwan,4.25,,3.7004581151832467,1.0,3.665401785714286,1,3.7031695909153015,3.657464539950747,GOOD
466,1644,Hao Way,Vegetarian Penang Laksa Instant Bowl Noodles,Bowl,Malaysia,2,,3.6706860706860707,1.0,4.154193548387097,1,3.6309946429355717,4.09226313433982,GOOD
467,1640,Long Jun Hang,Taiwan Dried Noodles With Onion Oil Sauce,Pack,Taiwan,2,,3.7004581151832467,1.0,3.665401785714286,1,3.695955840268201,3.669760415037636,GOOD
468,1638,A-Sha Dry Noodle,Veggie Noodle Tomato Noodle With Vine Ripened Tomato Sauce,Pack,Taiwan,5,2015 #10,3.7004581151832467,1.0,3.665401785714286,1,3.856753730086337,3.743750711289636,GOOD
469,1632,Cintan,Mi Segera Mmm... Perisa Kari,Pack,Malaysia,3,,3.7004581151832467,1.0,4.154193548387097,1,3.8068546896438624,4.186903799430238,GOOD
470,1631,Nissin,Donbei Tempura Soba Mini,Bowl,Japan,4,,3.6706860706860707,1.0,3.981605113636364,1,3.847842789125223,3.842588361592959,GOOD
471,1629,Hao Way,Penang Laksa Instant Bowl Noodles,Bowl,Malaysia,3.5,,3.6706860706860707,1.0,4.154193548387097,1,3.7683609948103136,4.204427098065373,GOOD
472,1627,Vedan,Wei Wei A Instant Noodles Hot Beef Flavour,Bowl,Taiwan,2.5,,3.6706860706860707,1.0,3.665401785714286,1,3.7380484069575783,3.5675950475749354,GOOD
473,1626,Nissin,Gonbuto Kistune Udon,Bowl,Japan,2.75,,3.6706860706860707,1.0,3.981605113636364,1,3.7921476376322767,4.013318437359591,GOOD
474,1623,MyKuali,Penang White Curry Noodle (New Improved Tatse),Pack,Malaysia,5,,3.7004581151832467,1.0,4.154193548387097,1,3.7703163014159653,4.248819061507769,GOOD
475,1621,Myojo,MenWhite Creamy Tonkotsu,Bowl,Japan,3,,3.6706860706860707,1.0,3.981605113636364,1,3.699250444005098,3.8985114044312996,GOOD
476,1620,Premiere,Gold Penang Asam Laksa Bihun,Pack,Malaysia,3.25,,3.7004581151832467,1.0,4.154193548387097,1,3.611229967441587,4.327184347732678,GOOD
477,1619,Nissin,Chu Qian Yi Ding Tom Yum Instant Noodles With Soup Base,Pack,Singapore,3.75,,3.7004581151832467,1.0,4.126146788990826,1,3.604610501551023,4.169834988604337,GOOD
478,1618,Deshome,Aloe This Noodles With Camellia Oil Spicy Bean Sauce Flavor,Pack,Taiwan,2.5,,3.7004581151832467,1.0,3.665401785714286,1,3.6427677287458695,3.821643484658596,GOOD
479,1617,MyKuali,Penang Hokkien Prawn Noodle (New Improved Taste),Pack,Malaysia,5,2015 #7,3.7004581151832467,1.0,4.154193548387097,1,3.7831861786818783,4.236978249817096,GOOD
480,1614,The Bridge,Penang White Curry Noodle,Pack,Malaysia,5,,3.7004581151832467,1.0,4.154193548387097,1,3.8183228574949055,4.217823081783715,GOOD
481,1613,Maruchan,Kaoru Maitake Tempura Udon,Bowl,Japan,3.25,,3.6706860706860707,1.0,3.981605113636364,1,3.700290551685067,3.9114327833307034,GOOD
482,1609,Mitoku,Brown Rice Ramen,Pack,Japan,0.25,,3.7004581151832467,1.0,3.981605113636364,1,3.7791933535227984,3.916871662048308,GOOD
483,1608,Hao Way,Penang Vegetarian Prawn Instant Noodles,Pack,Malaysia,4.5,,3.7004581151832467,1.0,4.154193548387097,1,3.6823351419558508,4.0819371078316875,GOOD
484,1607,Myojo,Nyumen Desse Shoyu,Bowl,Japan,2.75,,3.6706860706860707,1.0,3.981605113636364,1,3.689315649259897,3.844619230178377,GOOD
485,1606,Maggi,Perencah Kari Letup Mi Segera,Pack,Malaysia,4,,3.7004581151832467,1.0,4.154193548387097,1,3.7344765504433055,4.1847820944503376,GOOD
486,1605,Nissin,Demae Iccho Mushroom With Vegetables Flavour Macaroni,Pack,Hong Kong,3.5,,3.7004581151832467,1.0,3.8018248175182485,1,3.628560180798123,3.7528188840500687,GOOD
487,1604,Unzen,Mushroom Honpo Shiitake Nutritious Noodle,Pack,Japan,1,,3.7004581151832467,1.0,3.981605113636364,1,3.557173233008133,4.039268020306761,GOOD
