,Review #,Brand,Variety,Style,Country,Stars,Top Ten,Style_value,Style_label,Country_value,Country_label
535,2045,Great Value,Chicken Style Ramen Noodles,Pack,Canada,3.5,,3.7004581151832467,1.0,2.2439024390243905,0
536,2044,Doll,Hello Kitty Dim Sum Noodle Japanese Soy Sauce Flavour,Cup,Hong Kong,3.0,,3.4984999999999995,0.0,3.8018248175182485,1
537,2043,ORee Garden,Malaysia Green Curry Noodle,Bowl,Malaysia,5.0,,3.6706860706860707,1.0,4.154193548387097,1
538,2042,Suimin,Noodles Mi Goreng,Cup,Australia,4.3,,3.4984999999999995,0.0,3.1386363636363637,0
539,2041,Master Kong,Tomato Sauce Instant Noodle,Pack,China,4.50,,3.7004581151832467,1.0,3.4218934911242602,0
540,2040,Nissin,Cup Noodles Sabor Franhp Com Requeijao,Cup,Brazil,5,,3.4984999999999995,0.0,4.35,1
541,2039,Tokushima Seifun,Yakibuta Ramen,Bowl,Japan,5,,3.6706860706860707,1.0,3.981605113636364,1
542,2038,A1,Vegetarian Herbal Noodle,Pack,Malaysia,1.5,,3.7004581151832467,1.0,4.154193548387097,1
543,2037,Migawon,Hovenia Ramen Vegetable Flavor,Pack,South Korea,3.5,,3.7004581151832467,1.0,3.7905537459283383,1
544,2036,A-Sha Dry Noodle,Hakka BBQ Sauce Noodle,Pack,Taiwan,4.25,,3.7004581151832467,1.0,3.665401785714286,1
545,2035,Acecook,Maru Uma Curry Udon,Cup,Japan,3.5,,3.4984999999999995,0.0,3.981605113636364,1
546,2034,Fantastic,Noodles Oriental Flavour,Cup,Australia,3.25,,3.4984999999999995,0.0,3.1386363636363637,0
547,2033,Chaudhary's Wai Wai,Instant Noodles Artificial Chicken & Shrimp Flavored,Pack,India,2.5,,3.7004581151832467,1.0,3.3951612903225805,0
548,2032,Kamfen,Noodle King Artificial Beef Soup Flavored,Bowl,Hong Kong,3.75,,3.6706860706860707,1.0,3.8018248175182485,1
549,2031,CarJEN,Otentiq Cheezy Curry Instant Noodles (Improved Taste),Pack,Malaysia,5,,3.7004581151832467,1.0,4.154193548387097,1
550,2030,Myojo,Charumera Atyificial Tonkotsu Shouyu Flavor,Pack,Japan,3.75,,3.7004581151832467,1.0,3.981605113636364,1
551,2029,Singa-Me,Instant Noodles Beef Flavour,Cup,Australia,2,,3.4984999999999995,0.0,3.1386363636363637,0
552,2028,Maruchan,"Sopa Maruchan Sabor a Camaron, Limon y Habanero",Pack,Mexico,3.5,,3.7004581151832467,1.0,3.73,1
553,2027,Nissin,Shinshu Miso Ramen,Bowl,Japan,5,,3.6706860706860707,1.0,3.981605113636364,1
554,2026,MyKuali,Penang White Curry Authentic Taste Cup,Cup,Malaysia,4.75,,3.4984999999999995,0.0,4.154193548387097,1
555,2025,Urban Noodle,Authentic Street Food Chow Mein,Cup,UK,2,,3.4984999999999995,0.0,2.9971014492753625,0
556,2024,Urban Noodle,Authentic Street Food Pad Thai,Cup,UK,2.5,,3.4984999999999995,0.0,2.9971014492753625,0
557,2023,Urban Noodle,Authentic Street Food Black Bean,Cup,UK,0,,3.4984999999999995,0.0,2.9971014492753625,0
558,2022,Urban Noodle,Authentic Street Food Thai Red Curry,Cup,UK,3,,3.4984999999999995,0.0,2.9971014492753625,0
559,2021,Urban Noodle,Authentic Street Food Satay,Cup,UK,5,,3.4984999999999995,0.0,2.9971014492753625,0
560,2020,Kang Shi Fu,Artificial Roasted Beef,Pack,China,3.5,,3.7004581151832467,1.0,3.4218934911242602,0
561,2019,Acecook,Seabura Tonkotsu Ramen,Cup,Japan,3.75,,3.4984999999999995,0.0,3.981605113636364,1
562,2018,Pulmuone,Noodle With Spicy Oyster Soup,Pack,South Korea,4,,3.7004581151832467,1.0,3.7905537459283383,1
563,2017,Samyang Foods,Honey & Cheese Big Bowl,Bowl,South Korea,0,,3.6706860706860707,1.0,3.7905537459283383,1
564,2016,Great Value,Chicken Style Noodles With Vegetables,Cup,Canada,3.5,,3.4984999999999995,0.0,2.2439024390243905,0
565,2015,E-Zee,Perisa Kari Mi Segera (Improved Taste),Pack,Malaysia,5,,3.7004581151832467,1.0,4.154193548387097,1
566,2014,Oni Hot Pot,Ghost Pepper Noodle,Pack,Taiwan,4.5,,3.7004581151832467,1.0,3.665401785714286,1
567,2013,Great Value,Beef Style Ramen Noodles,Pack,Canada,3.5,,3.7004581151832467,1.0,2.2439024390243905,0
568,2012,MAMA,Vegetarian Instant Noodles Shiitake Flavour,Pack,Thailand,2,,3.7004581151832467,1.0,3.3848167539267022,0
569,2011,Trident,2 Minute Laksa Flavour Noodles,Pack,Australia,2,,3.7004581151832467,1.0,3.1386363636363637,0
570,2010,MAMA,Rangers Snack Noodles Popcorn Flavour,Pack,Myanmar,3.75,,3.7004581151832467,1.0,3.9464285714285716,1
571,2009,Conimex,Oriental Noodles Soto Ajam,Cup,Netherlands,3,,3.4984999999999995,0.0,2.4833333333333334,0
572,2008,Sichuan Baijia,Hot spicy Flavor Instant Vermicelli,Bowl,China,3.5,,3.6706860706860707,1.0,3.4218934911242602,0
573,2007,Nongshim,Rice Fettucini Alfredo,Pack,United States,3.75,,3.7004581151832467,1.0,3.75,1
574,2006,Kamfen,Wonton Noodles Beef Flavour,Bowl,Hong Kong,3.75,,3.6706860706860707,1.0,3.8018248175182485,1
575,2005,A-Sha Dry Noodle,Hakka Spicy Barbeque Sauce,Pack,Taiwan,4.50,,3.7004581151832467,1.0,3.665401785714286,1
576,2004,Nissin,Donbei Dashi Shoyu Yakiudon,Bowl,Japan,3.75,,3.6706860706860707,1.0,3.981605113636364,1
577,2003,Nissin,Raoh Rich Miso Flavor,Bowl,Japan,5,,3.6706860706860707,1.0,3.981605113636364,1
578,2002,Nissin,Cup Noodles Tom Yum Goong,Cup,Japan,3.8,,3.4984999999999995,0.0,3.981605113636364,1
579,2001,Nissin,Cup Noodle Big Seafood Clam Chowder,Cup,Japan,4,,3.4984999999999995,0.0,3.981605113636364,1
580,2000,Nissin,Chikin Ramen Donburi,Bowl,Japan,5,,3.6706860706860707,1.0,3.981605113636364,1
581,1999,Nissin,Curry Udon,Cup,Japan,5.0,,3.4984999999999995,0.0,3.981605113636364,1
582,1998,Nissin,Men Shokunin Shoyu,Bowl,Japan,5.0,,3.6706860706860707,1.0,3.981605113636364,1
583,1997,Nissin,Cup Noodle Vegeta Buta-kyabetsu Tonkotsu,Cup,Japan,4.3,,3.4984999999999995,0.0,3.981605113636364,1
584,1996,Nissin,Cup Noodle Pasta Style Tarako Spaghetti,Cup,Japan,4.0,,3.4984999999999995,0.0,3.981605113636364,1
585,1995,Nissin,Cup Noodle Big Cheese Mexican Chilli,Cup,Japan,5.00,,3.4984999999999995,0.0,3.981605113636364,1
586,1994,Nissin,Gyoretsu-no-Dekiru-Mise-no-Ramen (Shrimp Tantanmen),Bowl,Japan,5,,3.6706860706860707,1.0,3.981605113636364,1
587,1993,Nissin,Raoh Tonkotsu,Pack,Japan,5,,3.7004581151832467,1.0,3.981605113636364,1
588,1992,Nissin,Cup Noodle Light Plus Ratatouille,Cup,Japan,4.5,,3.4984999999999995,0.0,3.981605113636364,1
589,1991,Nissin,Cup Noodle Milk Chikin Ramen,Cup,Japan,5,,3.4984999999999995,0.0,3.981605113636364,1
590,1990,Nissin,Cup Noodle,Cup,Japan,5.0,,3.4984999999999995,0.0,3.981605113636364,1
591,1989,MyKuali,Penang White curry Noodle Authentic Taste,Pack,Malaysia,5.00,,3.7004581151832467,1.0,4.154193548387097,1
592,1988,MAMA,Instant Noodles Chicken Soup Flavour,Pack,Myanmar,3.50,,3.7004581151832467,1.0,3.9464285714285716,1
593,1987,Nissin,Yokohama Walker Iekei Ramen,Bowl,Japan,4.50,,3.6706860706860707,1.0,3.981605113636364,1
594,1986,A-Sha Dry Noodle,Quinoa Noodle With Oyster Sauce And Vegetables,Pack,Taiwan,4.25,,3.7004581151832467,1.0,3.665401785714286,1
595,1985,Prima Taste,Singapore Prawn Soup La Mian,Pack,Singapore,5,,3.7004581151832467,1.0,4.126146788990826,1
596,1984,Nissin,Chinese Tan Tan Vermicelli,Cup,Hong Kong,5.0,,3.4984999999999995,0.0,3.8018248175182485,1
597,1983,Tokushima Seifun,Tokushima Ramen,Pack,Japan,4,,3.7004581151832467,1.0,3.981605113636364,1
598,1982,Master Kong,Assorted Pork Bone Noodle,Pack,China,4,,3.7004581151832467,1.0,3.4218934911242602,0
599,1981,MyKuali,Penang Red tom Yum Goong Noodle Authentic Taste,Pack,Malaysia,5.0,,3.7004581151832467,1.0,4.154193548387097,1
600,1980,Suimin,Noodles Witrh Prawn & Chicken Flavour,Cup,Australia,3.5,,3.4984999999999995,0.0,3.1386363636363637,0
601,1979,Nissin,BIG Cup Noodle Ajillo,Cup,Japan,3.0,,3.4984999999999995,0.0,3.981605113636364,1
602,1978,CarJEN,Nyonya Curry Laksa (Improved Taste),Pack,Malaysia,5.0,,3.7004581151832467,1.0,4.154193548387097,1
603,1977,MyOri,Malaysia Penang Green Curry Vermicelli (New Package),Pack,Malaysia,5.00,,3.7004581151832467,1.0,4.154193548387097,1
604,1976,Itsuki,Kumamoto Spicy Ramen,Pack,Japan,4.25,,3.7004581151832467,1.0,3.981605113636364,1
605,1975,Nissin,Soba Fried Noodles Classic,Pack,Germany,3.25,,3.7004581151832467,1.0,3.638888888888889,0
606,1974,Samyang Foods,Cheese Curry Ramyun,Pack,South Korea,5,,3.7004581151832467,1.0,3.7905537459283383,1
607,1973,Nissin,Cup Noodles Sabor Calabresa,Pack,Brazil,4.25,,3.7004581151832467,1.0,4.35,1
608,1972,Doll,Spicy Flavour Instant Mifun,Pack,Hong Kong,2.75,,3.7004581151832467,1.0,3.8018248175182485,1
609,1971,Fujiwara,Horse Crab Flavour Ramen,Pack,Japan,3.5,,3.7004581151832467,1.0,3.981605113636364,1
610,1970,MyOri,Malaysia Penang Red Curry Noodle,Pack,Malaysia,5,,3.7004581151832467,1.0,4.154193548387097,1
611,1969,Nongshim,Noodle Soup Seasoned With Real Kimchi,Pack,USA,4.75,,3.7004581151832467,1.0,3.457043343653251,0
612,1968,Nissin,Top Ramen Chicken Flavor Ramen Noodle Soup (New Packaging),Pack,USA,3.5,,3.7004581151832467,1.0,3.457043343653251,0
613,1967,Tokushima Seifun,Kinchan Ramen,Pack,Japan,4.5,,3.7004581151832467,1.0,3.981605113636364,1
614,1966,Wei Lih,GGE Noodle Snack Wheat Crackers Soy Sauce Ramen,Pack,Taiwan,3.75,,3.7004581151832467,1.0,3.665401785714286,1
615,1965,MyKuali,Penang Spicy Prawn Soup Noodle Authentic Taste,Pack,Malaysia,5,,3.7004581151832467,1.0,4.154193548387097,1
616,1964,MAMA,Instant Noodles Coconut Milk Flavour,Pack,Myanmar,5,2016 #10,3.7004581151832467,1.0,3.9464285714285716,1
617,1963,Kabuto Noodles,Rice Noodles Vegetable Laksa,Cup,UK,3.75,,3.4984999999999995,0.0,2.9971014492753625,0
618,1962,Kabuto Noodles,Rice Noodles Chicken Pho,Cup,UK,3.5,,3.4984999999999995,0.0,2.9971014492753625,0
619,1961,Kabuto Noodles,Chicken Ramen,Cup,UK,4.25,,3.4984999999999995,0.0,2.9971014492753625,0
620,1960,Kabuto Noodles,Chilli Chicken Ramen,Cup,UK,4,,3.4984999999999995,0.0,2.9971014492753625,0
621,1959,Myojo,Charumera Shoyu Ramen,Pack,Japan,4,,3.7004581151832467,1.0,3.981605113636364,1
622,1958,IbuRamen,Mi Goreng Bento Noodles In A Box Curry Masala Flavour,Tray,USA,4,,3.545138888888889,0.0,3.457043343653251,0
623,1957,MAMA,Cup Vegetarian Instant Noodles Tom Yum Flavour,Cup,Thailand,4,,3.4984999999999995,0.0,3.3848167539267022,0
624,1956,Maruchan,Spicy Tomato Salsa Ramen,Cup,Japan,0,,3.4984999999999995,0.0,3.981605113636364,1
625,1955,Nissin,Raoh Ramen Noodle Soup Umami Soy Sauce Flavor,Pack,USA,4.75,,3.7004581151832467,1.0,3.457043343653251,0
626,1954,Koh Thai,Island Of Flavours Spicy Thai Chicken Instant Noodles Soup,Pack,Netherlands,2,,3.7004581151832467,1.0,2.4833333333333334,0
627,1953,Prima Taste,Singapore Fish Soup La Mian,Pack,Singapore,5,,3.7004581151832467,1.0,4.126146788990826,1
628,1952,Ve Wong,Kung-Fu Brand Instant Oriental Noodle Soup Artificial Beef Flavor,Pack,Taiwan,3.75,,3.7004581151832467,1.0,3.665401785714286,1
629,1951,Nissin,Cup Noodles Ramen Noodle Soup Hearty Chicken Flavor [New Package],Cup,USA,4.25,,3.4984999999999995,0.0,3.457043343653251,0
630,1950,Fujiwara,Red King Crab Flavour Ramen,Pack,Japan,4,,3.7004581151832467,1.0,3.981605113636364,1
631,1949,Bamee,Oriental Style Instant Noodles Shrimp Flavour (Tom Yum),Pack,Thailand,3.5,,3.7004581151832467,1.0,3.3848167539267022,0
632,1948,Sichuan Baijia,Artificial Pickled Cabbage Fish Flavor Instant Vermicelli,Pack,China,1.5,,3.7004581151832467,1.0,3.4218934911242602,0
633,1947,Prima Taste,Singapore Laksa Wholegrain La Mian,Pack,Singapore,5,2016 #1,3.7004581151832467,1.0,4.126146788990826,1
634,1946,Nissin,Raoh Shio Ramen,Pack,Japan,4.75,,3.7004581151832467,1.0,3.981605113636364,1
635,1945,MAMA,Oriental Style Instant Noodles Masala Flavour,Pack,Bangladesh,3.5,,3.7004581151832467,1.0,3.7142857142857144,1
636,1944,Wei Lih,GGE Noodle Snack Wheat Crackers Hot Spicy,Pack,Taiwan,5,,3.7004581151832467,1.0,3.665401785714286,1
637,1943,New Touch,Sugomen Niigata Seabura Shoyu Ramen,Bowl,Japan,5,,3.6706860706860707,1.0,3.981605113636364,1
638,1942,Ibumie,Always Mi Goreng Perisa Sambal Udang,Pack,Malaysia,3.5,,3.7004581151832467,1.0,4.154193548387097,1
639,1941,Unox,Good Noodles Tandoori,Pack,Netherlands,2.5,,3.7004581151832467,1.0,2.4833333333333334,0
640,1940,Nissin,Cup Noodle Pasta Style Bolognese,Cup,Japan,5,,3.4984999999999995,0.0,3.981605113636364,1
641,1939,MAMA,Instant Noodles Shrimp Creamy Tom Yum Flavour,Pack,Myanmar,5,,3.7004581151832467,1.0,3.9464285714285716,1
642,1938,Nissin,Donbei Kamodashi Soba,Bowl,Japan,5,,3.6706860706860707,1.0,3.981605113636364,1
643,1937,MAMA,Chicken Soup Flavour Cup Noodles,Cup,Myanmar,3.75,,3.4984999999999995,0.0,3.9464285714285716,1
644,1936,Fortune,Rice Noodle Coconut Curry,Pack,USA,1,,3.7004581151832467,1.0,3.457043343653251,0
645,1935,Love Cook,Guanmiao Dried Noodles With Oleum Sesami,Pack,Taiwan,3.75,,3.7004581151832467,1.0,3.665401785714286,1
646,1934,Love Cook,Guanmiao Dried Noodles With Spicy Sauce,Pack,Taiwan,5,,3.7004581151832467,1.0,3.665401785714286,1
647,1933,Love Cook,Guanmiao Dried Noodles With Authentic Sauce,Pack,Taiwan,4.5,,3.7004581151832467,1.0,3.665401785714286,1
648,1932,Love Cook,Guanmiao Dried Noodles With Shallot Flavor,Pack,Taiwan,3.75,,3.7004581151832467,1.0,3.665401785714286,1
649,1931,Bonasia,Instant Noodles chicken Flavour,Pack,Hungary,3.75,,3.7004581151832467,1.0,3.611111111111111,0
650,1930,Koh Thai,Island Of Flavours Lemongrass Instant Noodles Soup,Pack,Netherlands,0.25,,3.7004581151832467,1.0,2.4833333333333334,0
651,1929,MAMA,Instant Noodles Minced Pork Flavour,Pack,Cambodia,3.50,,3.7004581151832467,1.0,4.2,1
652,1928,Bamee,Instant Noodles Oriental Style Chicken Flavour,Pack,Thailand,3,,3.7004581151832467,1.0,3.3848167539267022,0
653,1927,Marutai,Kogashi Megiiri Tonkotsu Kagoshima Ramen,Bowl,Japan,3.5,,3.6706860706860707,1.0,3.981605113636364,1
654,1926,Nissin,Bowl Noodles Hot & Spicy Chicken Flavor Less Sodium Ramen Noodle Soup,Bowl,USA,4,,3.6706860706860707,1.0,3.457043343653251,0
655,1925,Prima,Juzz's Mee Creamy Chicken Flavour,Pack,Singapore,5,2016 #8,3.7004581151832467,1.0,4.126146788990826,1
656,1924,Sichuan Baijia,Broad Noodle Artificial Beef Flavor,Pack,China,3.5,,3.7004581151832467,1.0,3.4218934911242602,0
657,1923,Conimex,Oriental Noodles Teriyaki,Cup,Netherlands,0.5,,3.4984999999999995,0.0,2.4833333333333334,0
658,1922,Mie Sedaap,Instant Cup Mi Kuah Rasa Baso Spesial,Cup,Indonesia,1.5,,3.4984999999999995,0.0,4.067460317460317,1
659,1921,Nissin,Cup Noodles Ramen Noodle Soup Chicken Flavor [New Package],Cup,USA,3.5,,3.4984999999999995,0.0,3.457043343653251,0
660,1920,Itsuki,Ramen Tonkotudou Kumamoto Noodles,Pack,Japan,0.75,,3.7004581151832467,1.0,3.981605113636364,1
661,1919,Maruchan,Shiroi Chikara Mochi Udon,Bowl,Japan,4.5,,3.6706860706860707,1.0,3.981605113636364,1
662,1918,iMee,Instant Noodles chicken Flavour,Pack,Netherlands,3.5,,3.7004581151832467,1.0,2.4833333333333334,0
663,1917,IbuRamen,Mi Goreng Bento Noodles In A Box Hot Sweet & Sour Flavor,Tray,USA,0.25,,3.545138888888889,0.0,3.457043343653251,0
664,1916,Nissin,Soba Fried Noodles Teriyaki,Pack,Germany,3,,3.7004581151832467,1.0,3.638888888888889,0
665,1915,Itsuki,Yuzu Sesame Sauce Udon,Bowl,Japan,4.5,,3.6706860706860707,1.0,3.981605113636364,1
666,1914,Prima,Juzz's Mee Curry Flavour,Pack,Singapore,5,,3.7004581151832467,1.0,4.126146788990826,1
667,1913,Thai Smile,Mushroom Rice Noodle Soup Bowl,Bowl,USA,0,,3.6706860706860707,1.0,3.457043343653251,0
668,1912,MAMA,Instant Noodles Chicken Sichek Flavour,Pack,Myanmar,3.75,,3.7004581151832467,1.0,3.9464285714285716,1
669,1911,Nissin,Emergency Chikin Ramen Cup Noodle,Cup,Japan,5,,3.4984999999999995,0.0,3.981605113636364,1
670,1910,Nissin,Chow Mein Pad Thai,Tray,USA,3,,3.545138888888889,0.0,3.457043343653251,0
671,1909,Asia Gold,Instant Noodles With Chicken Flavouring,Pack,Hungary,3.5,,3.7004581151832467,1.0,3.611111111111111,0
672,1908,Nissin,Kuroma-yu Tonkotsu Kumamoto Ramen,Bowl,Japan,4.75,,3.6706860706860707,1.0,3.981605113636364,1
673,1907,Prima Taste,Singapore Curry Wholegrain La Mian,Pack,Singapore,5,2016 #5,3.7004581151832467,1.0,4.126146788990826,1
674,1906,Vifon,Chicken Flavour Asian Style Instant Noodles,Pack,Vietnam,3.5,,3.7004581151832467,1.0,3.187962962962963,0
675,1905,Pirkka,Nuudeli Kana Nudlar Kyckling,Pack,Finland,3.5,,3.7004581151832467,1.0,3.5833333333333335,0
676,1904,Bonasia,Instant Noodles Duck Flavour,Pack,Hungary,3,,3.7004581151832467,1.0,3.611111111111111,0
677,1903,Higashimaru,Tonkotsu Ramen,Pack,Japan,4.5,,3.7004581151832467,1.0,3.981605113636364,1
678,1902,MAMA,Seafood Tom Yum Sichek Flavour,Pack,Myanmar,5,,3.7004581151832467,1.0,3.9464285714285716,1
679,1901,Prima,Juzz's Mee Original Spicy Flavour,Pack,Singapore,5,,3.7004581151832467,1.0,4.126146788990826,1
680,1900,Ibumie,Always Mi Goreng Perisa Kari Kapitan,Pack,Malaysia,5,,3.7004581151832467,1.0,4.154193548387097,1
681,1899,Koh Thai,Island Of Flavours Thai Royal Shrimp Instant Noodles,Pack,Netherlands,1.5,,3.7004581151832467,1.0,2.4833333333333334,0
682,1898,Master Kong,Spicy Fish Noodle,Bowl,China,3,,3.6706860706860707,1.0,3.4218934911242602,0
683,1897,Nissin,Cup Noodle Massaman Curry,Cup,Japan,3.5,,3.4984999999999995,0.0,3.981605113636364,1
684,1896,Asia Gold,Instant Noodles Duck Flavour,Pack,Hungary,3.5,,3.7004581151832467,1.0,3.611111111111111,0
685,1895,Maruchan,Seimen Houjyun Koku Shoyu,Bowl,Japan,5,,3.6706860706860707,1.0,3.981605113636364,1
686,1894,MAMA,Rangers Snack Noodles BBQ Flavour,Pack,Myanmar,2.75,,3.7004581151832467,1.0,3.9464285714285716,1
687,1893,Nissin,Cup Noodle Sio,Cup,Japan,5,,3.4984999999999995,0.0,3.981605113636364,1
688,1892,Ottogi,Cheese Ramen,Pack,South Korea,4,,3.7004581151832467,1.0,3.7905537459283383,1
689,1891,Nissin,Cup Noodles Homestyle Chicken,Cup,USA,3.5,,3.4984999999999995,0.0,3.457043343653251,0
690,1890,Kuriki,Beef Tongue Shio Mayo Ramen,Pack,Japan,4.5,,3.7004581151832467,1.0,3.981605113636364,1
691,1889,MAMA,Rangers Snack Noodles Sour Cream Flavour,Pack,Myanmar,2.75,,3.7004581151832467,1.0,3.9464285714285716,1
692,1888,Nissin,Cup Noodles Kyushu White Flavour,Cup,Singapore,3.5,,3.4984999999999995,0.0,4.126146788990826,1
693,1887,Myojo,Mee Poh Dry,Pack,Singapore,4.25,,3.7004581151832467,1.0,4.126146788990826,1
694,1886,Myojo,Chicken Abalone Flavour,Bowl,Singapore,3.75,,3.6706860706860707,1.0,4.126146788990826,1
695,1885,Myojo,Ramen Char Mee 100,Pack,Singapore,3,,3.7004581151832467,1.0,4.126146788990826,1
696,1884,Myojo,La Ramen Spicy Mushroom Flavour Big Bowl,Bowl,Singapore,4.5,,3.6706860706860707,1.0,4.126146788990826,1
697,1883,Myojo,Mee Goreng,Pack,Singapore,4,,3.7004581151832467,1.0,4.126146788990826,1
698,1882,Myojo,La Ramen Spicy Lobster Hot Pot Flavour Big Bowl,Bowl,Singapore,4.75,,3.6706860706860707,1.0,4.126146788990826,1
699,1881,Myojo,Chicken Abalone Flavour,Pack,Singapore,3.5,,3.7004581151832467,1.0,4.126146788990826,1
700,1880,Myojo,Thai Tom Yam Flavour,Bowl,Singapore,3.75,,3.6706860706860707,1.0,4.126146788990826,1
701,1879,Myojo,Chicken Tanmen Flavour,Pack,Singapore,3.5,,3.7004581151832467,1.0,4.126146788990826,1
702,1878,Myojo,Extra Spicy Singapore Curry Big Bowl,Bowl,Singapore,5,,3.6706860706860707,1.0,4.126146788990826,1
703,1877,Myojo,La Ramen Spicy Mushroom Flavour,Pack,Singapore,4.5,,3.7004581151832467,1.0,4.126146788990826,1
704,1876,Myojo,Chicken Flavour,Pack,Singapore,3.75,,3.7004581151832467,1.0,4.126146788990826,1
705,1875,Sapporo Ichiban,Tonkotsu Ramen Artificially Flavored Tonkotsu White Chicken Broth,Pack,USA,5,,3.7004581151832467,1.0,3.457043343653251,0
706,1874,Ibumie,Always Mi Goreng Perisa Thai Tom Yam,Pack,Malaysia,2.5,,3.7004581151832467,1.0,4.154193548387097,1
707,1873,Vedan,Wei Wei A Instant Noodles Chicken Flavor,Bowl,Taiwan,0,,3.6706860706860707,1.0,3.665401785714286,1
708,1872,Itsuki,Hakata Ossyoi,Pack,Japan,5,,3.7004581151832467,1.0,3.981605113636364,1
709,1871,Nissin,Cup Noodles Minced Pork Flavour,Cup,Thailand,3.75,,3.4984999999999995,0.0,3.3848167539267022,0
710,1870,Asia Gold,Instant Noodles With Beef Flavouring,Pack,Hungary,2.75,,3.7004581151832467,1.0,3.611111111111111,0
711,1869,Nissin,Soba Fried Noodles Chili,Pack,Germany,3.5,,3.7004581151832467,1.0,3.638888888888889,0
712,1868,Marutai,Kuroma-yu Tonkotsu Kumamoto Ramen,Bowl,Japan,4,,3.6706860706860707,1.0,3.981605113636364,1
713,1867,Yum Yum,Premier Bowl Instant Noodles Stewed Pork Flavour,Bowl,Thailand,4,,3.6706860706860707,1.0,3.3848167539267022,0
714,1866,MyKuali,Penang Spicy Prawn Soup Noodle,Pack,Malaysia,5,,3.7004581151832467,1.0,4.154193548387097,1
715,1865,Mama,Shrimp Tom Yum Flavour Cup Noodles,Cup,Myanmar,3.5,,3.4984999999999995,0.0,3.9464285714285716,1
716,1864,Nissin,Raoh Ramen Noodle Soup Umami Tonkotsu Flavor,Pack,USA,5,,3.7004581151832467,1.0,3.457043343653251,0
717,1863,Baijia,Broad Noodle Pickled Vegetable Artificial Beef Flavor,Pack,China,0,,3.7004581151832467,1.0,3.4218934911242602,0
718,1862,Ibumie,Always Mi Goreng Perisa Asli,Pack,Malaysia,3.75,,3.7004581151832467,1.0,4.154193548387097,1
719,1861,Conimex,Oriental Noodles Groene Curry,Cup,Netherlands,0.5,,3.4984999999999995,0.0,2.4833333333333334,0
720,1860,Nissin,Cupo Noodle Pasta Style Vongole,Cup,Japan,2.75,,3.4984999999999995,0.0,3.981605113636364,1
721,1859,Mama,Instant Noodles chicken Green Curry Flavour,Pack,Cambodia,5,,3.7004581151832467,1.0,4.2,1
722,1858,Myojo,Wantan Men,Bowl,Japan,5,,3.6706860706860707,1.0,3.981605113636364,1
723,1857,IbuRamen,Mi Goreng Bento Noodles In A Box Shallot Teriyaki Flavor,Tray,USA,3.25,,3.545138888888889,0.0,3.457043343653251,0
724,1856,Indomie,Instant Cup Noodles Mi Goreng Fried Noodles,Cup,Indonesia,5,,3.4984999999999995,0.0,4.067460317460317,1
725,1855,Daraz,Negi Man Ramen,Pack,Japan,3,,3.7004581151832467,1.0,3.981605113636364,1
726,1854,Mama,Chinese Kitchen Chinese Style Instant Noodles,Pack,Myanmar,3.5,,3.7004581151832467,1.0,3.9464285714285716,1
727,1853,Bonasia,Instant Noodles Shrimp Flavour,Pack,Hungary,3.5,,3.7004581151832467,1.0,3.611111111111111,0
728,1852,Myojo,Udon Japanese Style Precooked Noodles With Soup Hot & Spicy Flavor,Bowl,USA,3.25,,3.6706860706860707,1.0,3.457043343653251,0
729,1851,Fujiwara,Snow Crab Flavour Shio Ramen,Pack,Japan,3.5,,3.7004581151832467,1.0,3.981605113636364,1
730,1850,Nissin,Raoh Ramen Noodle Soup Umami Miso Flavor,Pack,USA,4.5,,3.7004581151832467,1.0,3.457043343653251,0
731,1849,Pama,Instant Rice Vermicelli Clear Soup Flavour,Pack,Malaysia,3.5,,3.7004581151832467,1.0,4.154193548387097,1
732,1848,MyKuali,Penang Red tom Yum Goong Noodle (New Version),Pack,Malaysia,5,,3.7004581151832467,1.0,4.154193548387097,1
733,1847,Conimex,Oriental Noodles Hot & Spicy,Pack,Netherlands,3,,3.7004581151832467,1.0,2.4833333333333334,0
734,1846,Nissin,Chow Mein Savory Sauce And Restayrant Quality Noodles Roast Chicken Flavor ,Tray,USA,4.5,,3.545138888888889,0.0,3.457043343653251,0
735,1845,Mama,Oriental Style Instant Noodles Shrimp Flavour,Pack,Bangladesh,3.25,,3.7004581151832467,1.0,3.7142857142857144,1
736,1844,Seven & I,Gold Sumire Ramen,Bowl,Japan,5,,3.6706860706860707,1.0,3.981605113636364,1
737,1843,Forest Noodles,Sunbaked Noodles With Sesame Sauce,Pack,Taiwan,4.5,,3.7004581151832467,1.0,3.665401785714286,1
738,1842,Forest Noodles,Purple Sweet Potato Noodles With Taiwanese Sauce,Pack,Taiwan,5,,3.7004581151832467,1.0,3.665401785714286,1
739,1841,Forest Noodles,Sunbaked Noodles With Spicy Sauce,Pack,Taiwan,4,,3.7004581151832467,1.0,3.665401785714286,1
740,1840,Forest Noodles,Sweet Potato Noodles With Sesame Paste Sauce,Pack,Taiwan,3.25,,3.7004581151832467,1.0,3.665401785714286,1
741,1839,Vit's,Taste Of Malaysia Penang White Curry Ramen,Pack,Malaysia,5,,3.7004581151832467,1.0,4.154193548387097,1
742,1838,Vit's,Taste Of Malaysia Penang Asam Laksa Fried Instant Noodle,Pack,Malaysia,4.5,,3.7004581151832467,1.0,4.154193548387097,1
